date,nav,cash,num_positions
2023-01-03,99901.44239999999,1343.8424000000027,15
2023-01-04,99991.27240000002,1343.8424000000027,15
2023-01-05,100137.80444,10182.954440000003,13
2023-01-06,99841.34825999998,930.3582600000007,12
2023-01-09,101772.25826,930.3582600000007,12
2023-01-10,100359.86826,930.3582600000007,12
2023-01-11,101545.87826,930.3582600000007,12
2023-01-12,101435.44825999998,930.3582600000007,12
2023-01-13,101560.99199,1140.4319899999975,13
2023-01-17,102240.85199,1140.4319899999975,13
2023-01-18,101760.53198999999,1140.4319899999975,13
2023-01-19,100185.47198999999,1140.4319899999975,13
2023-01-20,98866.30834999998,911.0783499999998,12
2023-01-23,100348.06834999999,911.0783499999998,12
2023-01-24,101336.10834999998,911.0783499999998,12
2023-01-25,101387.62835,911.0783499999998,12
2023-01-26,101918.30834999999,911.0783499999998,12
2023-01-27,102442.78064,836.7006399999954,10
2023-01-30,101061.36064,836.7006399999954,10
2023-01-31,99560.43239999999,7807.962399999996,9
2023-02-01,99943.38532,17195.645319999996,8
2023-02-02,100814.32531999999,17195.645319999996,8
2023-02-03,100352.7329,729.3128999999972,9
2023-02-06,99305.27290000001,729.3128999999972,9
2023-02-07,97931.86290000001,729.3128999999972,9
2023-02-08,98159.6429,729.3128999999972,9
2023-02-09,96851.3529,729.3128999999972,9
2023-02-10,95670.66028000003,642.9002800000112,12
2023-02-13,94890.24028000003,642.9002800000112,12
2023-02-14,96585.51028000002,642.9002800000112,12
2023-02-15,96887.79028,642.9002800000112,12
2023-02-16,97268.74028000003,642.9002800000112,12
2023-02-17,96115.81987,790.6298700000143,14
2023-02-21,95610.20987,790.6298700000143,14
2023-02-22,93879.82107,11458.751070000013,13
2023-02-23,93512.10107000002,11458.751070000013,13
2023-02-24,93767.73037000002,864.5703700000258,13
2023-02-27,93416.05037000004,864.5703700000258,13
2023-02-28,93528.62289000003,10032.872890000024,12
2023-03-01,93533.22289000003,10032.872890000024,12
2023-03-02,93329.71739000003,17490.907390000026,11
2023-03-03,93605.45953000002,1017.7695300000398,13
2023-03-06,95609.80953000006,1017.7695300000398,13
2023-03-07,95252.90953000002,1017.7695300000398,13
2023-03-08,93777.06953000004,1017.7695300000398,13
2023-03-09,94228.73023000006,16121.95023000004,11
2023-03-10,92914.97034000003,92914.97034000003,0
2023-03-13,92914.97034000003,92914.97034000003,0
2023-03-14,92914.97034000003,92914.97034000003,0
2023-03-15,92914.97034000003,92914.97034000003,0
2023-03-16,92914.97034000003,92914.97034000003,0
2023-03-17,92822.62023000004,472.5102300000399,11
2023-03-20,91886.11023000005,472.5102300000399,11
2023-03-21,92437.61023000003,472.5102300000399,11
2023-03-22,92948.79023000003,472.5102300000399,11
2023-03-23,91986.22023000004,472.5102300000399,11
2023-03-24,93508.03556000005,744.1655600000408,11
2023-03-27,92539.48556000003,744.1655600000408,11
2023-03-28,92390.55556000004,744.1655600000408,11
2023-03-29,91771.47012000004,7722.620120000041,10
2023-03-30,93339.96012000003,7722.620120000041,10
2023-03-31,93784.75455000004,930.1545500000493,11
